año,empresa,establecimiento,rubro,region,provincia,comuna,latitud,longitud,tipo_fuente,combustible_primario,contaminante,cantidad_toneladas
2020.0,CONDOMINIO BOSQUES DE LA PIRAMIDE NUMERO CINCO,COMUNIDAD EDIFICIO BOSQUE PIRAMIDE LOS ABEDULES,Otras actividades,Metropolitana,Santiago,Huechuraba,-33.3925407,-70.6117546,Caldera Agua Caliente,Gas Natural,MP10,"0,030614722"
2020.0,COMUNIDAD EDIFICIO APOQUINDO PRADOS,EDIFICIO APOQUINDO PRADO,Otras actividades,Metropolitana,Santiago,Las Condes,-33.40721369,-70.55954086,Caldera Agua Caliente,Gas Natural,"MP2,5","0,030614722"
2020.0,CONDOMINIO BOSQUES DE LA PIRAMIDE NUMERO CINCO,COMUNIDAD EDIFICIO BOSQUE PIRAMIDE LOS ABEDULES,Otras actividades,Metropolitana,Santiago,Huechuraba,-33.3925407,-70.6117546,Caldera Agua Caliente,Gas Natural,MP10,"0,030614722"
2020.0,COMUNIDAD EDIFICIO APOQUINDO PRADOS,EDIFICIO APOQUINDO PRADO,Otras actividades,Metropolitana,Santiago,Las Condes,-33.40721369,-70.55954086,Caldera Agua Caliente,Gas Natural,"MP2,5","0,030614722"
2020.0,COMUNIDAD EDIFICIO APOQUINDO PRADOS,EDIFICIO APOQUINDO PRADO,Otras actividades,Metropolitana,Santiago,Las Condes,-33.40721369,-70.55954086,Caldera Agua Caliente,Gas Natural,MP10,"0,030614722"
2020.0,COMUNIDAD EDIFICIO AVENIDA KENNEDY 5.366,KENNEDY 5366,Otras actividades,Metropolitana,Santiago,Vitacura,-33.40043942,-70.5781929,Caldera Agua Caliente,Gas Natural,"MP2,5","0,030614722"
2020.0,COMUNIDAD EDIFICIO APOQUINDO PRADOS,EDIFICIO APOQUINDO PRADO,Otras actividades,Metropolitana,Santiago,Las Condes,-33.40721369,-70.55954086,Caldera Agua Caliente,Gas Natural,MP10,"0,030614722"
2020.0,COMUNIDAD EDIFICIO VISTA LOS LEONES,COMUNIDAD EDIFICIO VISTA LOS LEONES,Otras actividades,Metropolitana,Santiago,Ñuñoa,-33.4465482,-70.599395,Caldera Agua Caliente,Gas Natural,"MP2,5","0,030614722"
2020.0,COMUNIDAD EDIFICIO APOQUINDO PRADOS,EDIFICIO APOQUINDO PRADO,Otras actividades,Metropolitana,Santiago,Las Condes,-33.40721369,-70.55954086,Caldera Agua Caliente,Gas Natural,MP10,"0,030614722"
2020.0,COMUNIDAD EDIFICIO VISTA LOS LEONES,COMUNIDAD EDIFICIO VISTA LOS LEONES,Otras actividades,Metropolitana,Santiago,Ñuñoa,-33.4465482,-70.599395,Caldera Agua Caliente,Gas Natural,"MP2,5","0,030614722"
2020.0,COMUNIDAD EDIFICIO APOQUINDO PRADOS,EDIFICIO APOQUINDO PRADO,Otras actividades,Metropolitana,Santiago,Las Condes,-33.40721369,-70.55954086,Caldera Agua Caliente,Gas Natural,MP10,"0,030614722"
2020.0,EMPRESA NACIONAL DEL PETROLEO,CULLEN,Minería,Magallanes y de la Antártica Chilena,Tierra del Fuego,Primavera,-52.8837634,-68.86362106,Caldera Industrial (Generadora de Vapor o Agua Caliente),Gas Natural,"MP2,5","0,030608437"
2020.0,COMUNIDAD EDIFICIO AVENIDA KENNEDY 5.366,KENNEDY 5366,Otras actividades,Metropolitana,Santiago,Vitacura,-33.40043942,-70.5781929,Caldera Agua Caliente,Gas Natural,MP10,"0,030614722"
2020.0,DYNAL INDUSTRIAL S A,DYNAL INDUSTRIAL S.A.,"Industria química, de plástico y caucho",Metropolitana,Santiago,Estación Central,-33.46087178,-70.69629556,Caldera de Fluido Térmico,Gas Natural,"MP2,5","0,030550564"
2020.0,CIA SIDERURGICA HUACHIPATO S A,ISLA GUARELLO,Minería,Magallanes y de la Antártica Chilena,Ultima Esperanza,Natales,-50.37029966,-75.34035001,Caldera Agua Caliente,Petróleo N 2 (Diesel),"MP2,5","0,030487258"
2020.0,COMUNIDAD EDIFICIO VISTA LOS LEONES,COMUNIDAD EDIFICIO VISTA LOS LEONES,Otras actividades,Metropolitana,Santiago,Ñuñoa,-33.4465482,-70.599395,Caldera Agua Caliente,Gas Natural,MP10,"0,030614722"
2020.0,EMPRESA NACIONAL DEL PETROLEO,SOMBRERO,Minería,Magallanes y de la Antártica Chilena,Tierra del Fuego,Primavera,-52.77351054,-69.28871516,Caldera Industrial (Generadora de Vapor o Agua Caliente),Gas Natural,"MP2,5","0,030400748"
2020.0,UNILEVER CHILE LTDA,UNILEVER CHILE LTDA Panamericana,Otras industrias manufactureras,Metropolitana,Santiago,Conchalí,-33.37083433,-70.69693153,Caldera Industrial (Generadora de Vapor o Agua Caliente),Gas Natural,Dióxido de azufre (SO2),"0,030392488"
2020.0,COMUNIDAD EDIFICIO VISTA LOS LEONES,COMUNIDAD EDIFICIO VISTA LOS LEONES,Otras actividades,Metropolitana,Santiago,Ñuñoa,-33.4465482,-70.599395,Caldera Agua Caliente,Gas Natural,MP10,"0,030614722"
2020.0,EMPRESA NACIONAL DEL PETROLEO,CULLEN,Minería,Magallanes y de la Antártica Chilena,Tierra del Fuego,Primavera,-52.8837634,-68.86362106,Caldera Industrial (Generadora de Vapor o Agua Caliente),Gas Natural,MP10,"0,030608437"
2020.0,COMUNIDAD EDIFICIO PLAZA BELLO,COMUNIDAD EDIFICIO PLAZA BELLO,Otras actividades,Metropolitana,Santiago,Santiago,-33.43608296,-70.6432364,Caldera Agua Caliente,Gas Natural,"MP2,5","0,030273778"
2020.0,DYNAL INDUSTRIAL S A,DYNAL INDUSTRIAL S.A.,"Industria química, de plástico y caucho",Metropolitana,Santiago,Estación Central,-33.46087178,-70.69629556,Caldera de Fluido Térmico,Gas Natural,MP10,"0,030550564"
2020.0,RENDIC HERMANOS S A,TANGUE,Comercio minorista,Coquimbo,Limarí,Ovalle,-30.59829724,-71.20029484,Horno de Panadería,Gas Licuado de Petróleo,"MP2,5","0,030264409"
2020.0,CRISTALERIAS DE CHILE S A,CRISTALERIAS DE CHILE S A PLANTA LLAY LLAY,Otras industrias manufactureras,Valparaíso,San Felipe de Aconcagua,Llaillay,-32.84819055,-70.94168992,Horno de Fusión,Gas Natural,Dióxido de azufre (SO2),"0,030248265"
2020.0,EMPRESA NACIONAL DEL PETROLEO,SOMBRERO,Minería,Magallanes y de la Antártica Chilena,Tierra del Fuego,Primavera,-52.77351054,-69.28871516,Caldera Industrial (Generadora de Vapor o Agua Caliente),Gas Natural,MP10,"0,030400748"
2020.0,COMUNIDAD EDIFICIO VISTA ARAUCO,COMUNIDAD EDIFICIO VISTA ARAUCO I,Otras actividades,Metropolitana,Santiago,Las Condes,-33.40743083,-70.58156672,Caldera Agua Caliente,Gas Natural,"MP2,5","0,030191062"
2020.0,AGUAS CCU-NESTLE CHILE S.A.,AGUAS CCUNESTLE PLANTA CACHANTUN,Otras industrias manufactureras,Libertador Gral. Bernardo O'Higgins,Cachapoal,Coinco,-34.2477047,-70.91997013,Caldera Industrial (Generadora de Vapor o Agua Caliente),Gas Natural,MP10,"0,030279849"
2020.0,COMUNIDAD EDIFICIO VISTA ARAUCO,COMUNIDAD EDIFICIO VISTA ARAUCO I,Otras actividades,Metropolitana,Santiago,Las Condes,-33.40743083,-70.58156672,Caldera Agua Caliente,Gas Natural,"MP2,5","0,030191062"
2020.0,COMUNIDAD EDIFICIO PLAZA BELLO,COMUNIDAD EDIFICIO PLAZA BELLO,Otras actividades,Metropolitana,Santiago,Santiago,-33.43608296,-70.6432364,Caldera Agua Caliente,Gas Natural,MP10,"0,030273778"
2020.0,COMUNIDAD EDIFICIO VISTA ARAUCO,COMUNIDAD EDIFICIO VISTA ARAUCO I,Otras actividades,Metropolitana,Santiago,Las Condes,-33.40743083,-70.58156672,Caldera Agua Caliente,Gas Natural,"MP2,5","0,030191062"
2020.0,RENDIC HERMANOS S A,TANGUE,Comercio minorista,Coquimbo,Limarí,Ovalle,-30.59829724,-71.20029484,Horno de Panadería,Gas Licuado de Petróleo,MP10,"0,030264409"
2020.0,COMUNIDAD EDIFICIO VISTA ARAUCO,COMUNIDAD EDIFICIO VISTA ARAUCO I,Otras actividades,Metropolitana,Santiago,Las Condes,-33.40743083,-70.58156672,Caldera Agua Caliente,Gas Natural,"MP2,5","0,030191062"
2020.0,COMUNIDAD EDIFICIO VISTA ARAUCO,COMUNIDAD EDIFICIO VISTA ARAUCO I,Otras actividades,Metropolitana,Santiago,Las Condes,-33.40743083,-70.58156672,Caldera Agua Caliente,Gas Natural,MP10,"0,030191062"
2020.0,COMUNIDAD EDIFICIO VISTA ARAUCO,COMUNIDAD EDIFICIO VISTA ARAUCO I,Otras actividades,Metropolitana,Santiago,Las Condes,-33.40743083,-70.58156672,Caldera Agua Caliente,Gas Natural,"MP2,5","0,030191062"
2020.0,COMUNIDAD EDIFICIO VISTA ARAUCO,COMUNIDAD EDIFICIO VISTA ARAUCO I,Otras actividades,Metropolitana,Santiago,Las Condes,-33.40743083,-70.58156672,Caldera Agua Caliente,Gas Natural,MP10,"0,030191062"
2020.0,COMUNIDAD EDIFICIO ARMANDO JARAMILLO 1240,COMUNIDAD EDIFICIO ARMANDO JARAMILLO 1240,Otras actividades,Metropolitana,Santiago,Vitacura,-33.4047995,-70.5942903,Caldera Agua Caliente,Gas Natural,"MP2,5","0,030191062"
2020.0,COMUNIDAD EDIFICIO VISTA ARAUCO,COMUNIDAD EDIFICIO VISTA ARAUCO I,Otras actividades,Metropolitana,Santiago,Las Condes,-33.40743083,-70.58156672,Caldera Agua Caliente,Gas Natural,MP10,"0,030191062"
2020.0,PRODUCTOS PULMAHUE SPA,PULMAHUE EL MONTIJO,Otras industrias manufactureras,Metropolitana,Santiago,Renca,-33.40007229,-70.73468993,Horno de Panadería,Gas Licuado de Petróleo,"MP2,5","0,030108068"
2020.0,COMUNIDAD EDIFICIO VISTA ARAUCO,COMUNIDAD EDIFICIO VISTA ARAUCO I,Otras actividades,Metropolitana,Santiago,Las Condes,-33.40743083,-70.58156672,Caldera Agua Caliente,Gas Natural,MP10,"0,030191062"
2020.0,EJERCITO DE CHILE HOSPITAL MILITAR DE SANTIAGO,HOSPITAL MILITAR DE SANTIAGO,Otras actividades,Metropolitana,Santiago,La Reina,-33.4515933,-70.53934526,Caldera Agua Caliente,Gas Natural,"MP2,5","0,030069858"
2020.0,COMUNIDAD EDIFICIO VISTA ARAUCO,COMUNIDAD EDIFICIO VISTA ARAUCO I,Otras actividades,Metropolitana,Santiago,Las Condes,-33.40743083,-70.58156672,Caldera Agua Caliente,Gas Natural,MP10,"0,030191062"
2020.0,COMUNIDAD EDIFICIO ARMANDO JARAMILLO 1240,COMUNIDAD EDIFICIO ARMANDO JARAMILLO 1240,Otras actividades,Metropolitana,Santiago,Vitacura,-33.4047995,-70.5942903,Caldera Agua Caliente,Gas Natural,MP10,"0,030191062"
2020.0,AGUAS CCU-NESTLE CHILE S.A.,AGUAS CCUNESTLE PLANTA CACHANTUN,Otras industrias manufactureras,Libertador Gral. Bernardo O'Higgins,Cachapoal,Coinco,-34.2477047,-70.91997013,Caldera Industrial (Generadora de Vapor o Agua Caliente),Gas Natural,"MP2,5","0,030003574"
2020.0,PRODUCTOS PULMAHUE SPA,PULMAHUE EL MONTIJO,Otras industrias manufactureras,Metropolitana,Santiago,Renca,-33.40007229,-70.73468993,Horno de Panadería,Gas Licuado de Petróleo,MP10,"0,030108068"
2020.0,GENERADORA ANTILHUE SPA,CENTRAL TERMOELÉCTRICA ANTILHUE,Termoeléctricas,Los Ríos,Valdivia,Valdivia,-39.80114243,-73.18444028,Turbina de Gas,Petróleo N 2 (Diesel),Dióxido de azufre (SO2),"0,03"
2020.0,GENERADORA ANTILHUE SPA,CENTRAL TERMOELÉCTRICA ANTILHUE,Termoeléctricas,Los Ríos,Valdivia,Valdivia,-39.80114243,-73.18444028,Turbina de Gas,Petróleo N 2 (Diesel),Dióxido de azufre (SO2),"0,03"
2020.0,SQM INDUSTRIAL S.A.,FAENA COYA SUR,"Industria química, de plástico y caucho",Antofagasta,Tocopilla,María Elena,-22.39896832,-69.62044438,Caldera Industrial (Generadora de Vapor o Agua Caliente),Gas Natural,Dióxido de azufre (SO2),"0,03"
2020.0,SQM INDUSTRIAL S.A.,FAENA COYA SUR,"Industria química, de plástico y caucho",Antofagasta,Tocopilla,María Elena,-22.39896832,-69.62044438,Caldera Industrial (Generadora de Vapor o Agua Caliente),Gas Natural,Dióxido de azufre (SO2),"0,03"
2020.0,SQM INDUSTRIAL S.A.,FAENA COYA SUR,"Industria química, de plástico y caucho",Antofagasta,Tocopilla,María Elena,-22.39896832,-69.62044438,Caldera Industrial (Generadora de Vapor o Agua Caliente),Gas Natural,Dióxido de azufre (SO2),"0,03"
2020.0,SQM INDUSTRIAL S.A.,FAENA COYA SUR,"Industria química, de plástico y caucho",Antofagasta,Tocopilla,María Elena,-22.39896832,-69.62044438,Caldera Industrial (Generadora de Vapor o Agua Caliente),Gas Natural,Dióxido de azufre (SO2),"0,03"
2020.0,SQM INDUSTRIAL S.A.,FAENA COYA SUR,"Industria química, de plástico y caucho",Antofagasta,Tocopilla,María Elena,-22.39896832,-69.62044438,Caldera Industrial (Generadora de Vapor o Agua Caliente),Gas Natural,Dióxido de azufre (SO2),"0,03"
2020.0,LABORATORIOS SAVAL S A,LAB. SAVAL S.A. (2),Otras industrias manufactureras,Metropolitana,Santiago,Renca,-33.3893123,-70.69035654,Caldera Industrial (Generadora de Vapor o Agua Caliente),Gas Natural,Dióxido de azufre (SO2),"0,03"
2020.0,EMPRESAS CAROZZI S A,PLANTA AGROZZI TENO,Otras industrias manufactureras,Maule,Curicó,Teno,-34.87554346,-71.14225762,Caldera Industrial (Generadora de Vapor o Agua Caliente),Gas Natural,Dióxido de azufre (SO2),"0,03"
2020.0,GOLDEN CLEAN S A,GOLDEN CLEAN SA,Otras actividades,Metropolitana,Santiago,Cerrillos,-33.48012688,-70.6942172,Caldera Agua Caliente,Gas Natural,Dióxido de azufre (SO2),"0,03"
2020.0,UNIVERSIDAD DE CHILE,HOSPITAL CLINICO UNIVERSIDAD DE CHILE,Otras actividades,Metropolitana,Santiago,Independencia,-33.42101009,-70.65298622,Caldera Agua Caliente,Petróleo N 2 (Diesel),Dióxido de azufre (SO2),"0,03"
2020.0,CORPESCA S A,PLANTA SUR,Otras industrias manufactureras,Arica y Parinacota,Arica,Arica,-18.51269999,-70.31625692,Caldera Industrial (Generadora de Vapor o Agua Caliente),Petróleo N 6,Dióxido de azufre (SO2),"0,03"
2020.0,BIO BIO CEMENTOS S.A.,PLANTA CEMENTO ANTOFAGASTA,"Producción de cemento, cal y yeso",Antofagasta,Antofagasta,Antofagasta,-23.78300492,-70.31752833,Horno Precalcinador,Carbón Coke,Dióxido de azufre (SO2),"0,03"
2020.0,SOC PUNTA DEL COBRE S A,PLANTA BIOCOBRE,Minería,Atacama,Copiapó,Copiapó,-27.37705453,-70.24523367,Caldera Industrial (Generadora de Vapor o Agua Caliente),Petróleo N 2 (Diesel),"MP2,5","0,029963269"
2020.0,OCEAN SPRAY CHILE SPA,OCEAN SPRAY CHILE SPA,Otras industrias manufactureras,Los Ríos,Valdivia,Lanco,-39.45181324,-72.78416552,Caldera Industrial (Generadora de Vapor o Agua Caliente),Petróleo N 5,MP10,"0,030074636"
2020.0,EJERCITO DE CHILE HOSPITAL MILITAR DE SANTIAGO,HOSPITAL MILITAR DE SANTIAGO,Otras actividades,Metropolitana,Santiago,La Reina,-33.4515933,-70.53934526,Caldera Agua Caliente,Gas Natural,MP10,"0,030069858"
2020.0,SOC CONCESIONARIA INFRAESTRUCTURA PENITENCIARIA GRUPO TRES S A,ESTABLECIMIENTO PENITENCIARO DE PUERTO MONTT,Construcción,Los Lagos,Llanquihue,Puerto Montt,-41.47170104,-72.93689552,Caldera Agua Caliente,Gas Licuado de Petróleo,"MP2,5","0,029908677"
2020.0,MADERAS ARAUCO S.A.,PLANTA TRUPÁN/CHOLGUAN,Industria de la madera y silvicultura,Ñuble,Diguillín,Yungay,-37.16560709,-72.06624265,Caldera de Fluido Térmico,Petróleo N 2 (Diesel),MP10,"0,030060499"
2020.0,SOC CONCESIONARIA INFRAESTRUCTURA PENITENCIARIA GRUPO TRES S A,ESTABLECIMIENTO PENITENCIARO DE PUERTO MONTT,Construcción,Los Lagos,Llanquihue,Puerto Montt,-41.47170104,-72.93689552,Caldera Agua Caliente,Gas Licuado de Petróleo,"MP2,5","0,029908677"
2020.0,LABORATORIOS SAVAL S A,LAB. SAVAL S.A. (2),Otras industrias manufactureras,Metropolitana,Santiago,Renca,-33.3893123,-70.69035654,Caldera Industrial (Generadora de Vapor o Agua Caliente),Gas Natural,MP10,"0,03"
2020.0,SOC CONCESIONARIA INFRAESTRUCTURA PENITENCIARIA GRUPO TRES S A,ESTABLECIMIENTO PENITENCIARO DE PUERTO MONTT,Construcción,Los Lagos,Llanquihue,Puerto Montt,-41.47170104,-72.93689552,Caldera Agua Caliente,Gas Licuado de Petróleo,"MP2,5","0,029908677"
2020.0,LACTEOS DEL SUR S.A.,LACTEOS DEL SUR SA MULPULMO,Otras industrias manufactureras,Los Lagos,Osorno,Osorno,-40.55848911,-72.9345309,Caldera Industrial (Generadora de Vapor o Agua Caliente),Petróleo N 2 (Diesel),MP10,"0,029916465"
2020.0,CLINICA SANTA MARIA SPA,CLINICA SANTA MARIA S.A.,Otras actividades,Metropolitana,Santiago,Providencia,-33.4332392,-70.6284256,Caldera Agua Caliente,Gas Natural,"MP2,5","0,029897753"
2020.0,SOC CONCESIONARIA INFRAESTRUCTURA PENITENCIARIA GRUPO TRES S A,ESTABLECIMIENTO PENITENCIARO DE PUERTO MONTT,Construcción,Los Lagos,Llanquihue,Puerto Montt,-41.47170104,-72.93689552,Caldera Agua Caliente,Gas Licuado de Petróleo,MP10,"0,029908677"
2020.0,COM EDIF TOLEDO,COMUNIDAD EDIFICIO TOLEDO,Otras actividades,Metropolitana,Santiago,Providencia,-33.42066882,-70.60062714,Caldera Agua Caliente,Gas Natural,"MP2,5","0,029860464"
2020.0,SOC CONCESIONARIA INFRAESTRUCTURA PENITENCIARIA GRUPO TRES S A,ESTABLECIMIENTO PENITENCIARO DE PUERTO MONTT,Construcción,Los Lagos,Llanquihue,Puerto Montt,-41.47170104,-72.93689552,Caldera Agua Caliente,Gas Licuado de Petróleo,MP10,"0,029908677"
2020.0,COMUNIDAD EDIFICIO FRAY BERNARDO   12090,COMUNIDAD EDIFICIO FRAY BERNARDO,Otras actividades,Metropolitana,Santiago,Las Condes,-33.37787999,-70.51780396,Caldera Agua Caliente,Gas Natural,"MP2,5","0,029860464"
2020.0,SOC CONCESIONARIA INFRAESTRUCTURA PENITENCIARIA GRUPO TRES S A,ESTABLECIMIENTO PENITENCIARO DE PUERTO MONTT,Construcción,Los Lagos,Llanquihue,Puerto Montt,-41.47170104,-72.93689552,Caldera Agua Caliente,Gas Licuado de Petróleo,MP10,"0,029908677"
2020.0,COMUNIDAD EDIFICIO FRAY BERNARDO   12090,COMUNIDAD EDIFICIO FRAY BERNARDO,Otras actividades,Metropolitana,Santiago,Las Condes,-33.37787999,-70.51780396,Caldera Agua Caliente,Gas Natural,"MP2,5","0,029860464"
2020.0,CLINICA SANTA MARIA SPA,CLINICA SANTA MARIA S.A.,Otras actividades,Metropolitana,Santiago,Providencia,-33.4332392,-70.6284256,Caldera Agua Caliente,Gas Natural,MP10,"0,029897753"
2020.0,EDIFICIO ALCANTARA,COMUNIDAD EDIFICIO ALCANTARA,Otras actividades,Metropolitana,Santiago,Huechuraba,-33.38504061,-70.61428218,Caldera Agua Caliente,Gas Natural,"MP2,5","0,029860464"
2020.0,COM EDIF TOLEDO,COMUNIDAD EDIFICIO TOLEDO,Otras actividades,Metropolitana,Santiago,Providencia,-33.42066882,-70.60062714,Caldera Agua Caliente,Gas Natural,MP10,"0,029860464"
2020.0,EDIFICIO ALCANTARA,COMUNIDAD EDIFICIO ALCANTARA,Otras actividades,Metropolitana,Santiago,Huechuraba,-33.38504061,-70.61428218,Caldera Agua Caliente,Gas Natural,"MP2,5","0,029860464"
2020.0,COMUNIDAD EDIFICIO FRAY BERNARDO   12090,COMUNIDAD EDIFICIO FRAY BERNARDO,Otras actividades,Metropolitana,Santiago,Las Condes,-33.37787999,-70.51780396,Caldera Agua Caliente,Gas Natural,MP10,"0,029860464"
2020.0,COMUNIDAD EDIFICIO FRAY BERNARDO   12090,COMUNIDAD EDIFICIO FRAY BERNARDO,Otras actividades,Metropolitana,Santiago,Las Condes,-33.37787999,-70.51780396,Caldera Agua Caliente,Gas Natural,MP10,"0,029860464"
2020.0,EMPRESA NACIONAL DEL PETROLEO,SOMBRERO,Minería,Magallanes y de la Antártica Chilena,Tierra del Fuego,Primavera,-52.77351054,-69.28871516,Caldera Industrial (Generadora de Vapor o Agua Caliente),Gas Natural,"MP2,5","0,029814081"
2020.0,EDIFICIO ALCANTARA,COMUNIDAD EDIFICIO ALCANTARA,Otras actividades,Metropolitana,Santiago,Huechuraba,-33.38504061,-70.61428218,Caldera Agua Caliente,Gas Natural,MP10,"0,029860464"
2020.0,EDIFICIO ALCANTARA,COMUNIDAD EDIFICIO ALCANTARA,Otras actividades,Metropolitana,Santiago,Huechuraba,-33.38504061,-70.61428218,Caldera Agua Caliente,Gas Natural,MP10,"0,029860464"
2020.0,COMUNIDAD EDIFICIO SAN DAMIAN,COMUNIDAD DE COPROPIETARIOS EDIFICIO PARQUE SAN DAMINA,Otras actividades,Metropolitana,Santiago,Las Condes,-33.38204602,-70.51858585,Caldera Agua Caliente,Petróleo N 2 (Diesel),MP10,"0,029822402"
2020.0,SOCIEDAD GNL MEJILLONES S.A.,GNL MEJILLONES,Otras actividades,Antofagasta,Antofagasta,Mejillones,-23.06024888,-70.36619705,Caldera de Fluido Térmico,Gas Natural,Dióxido de azufre (SO2),"0,029691992"
2020.0,SOCIEDAD GNL MEJILLONES S.A.,GNL MEJILLONES,Otras actividades,Antofagasta,Antofagasta,Mejillones,-23.06024888,-70.36619705,Caldera de Fluido Térmico,Gas Natural,Dióxido de azufre (SO2),"0,029691992"
2020.0,SOCIEDAD GNL MEJILLONES S.A.,GNL MEJILLONES,Otras actividades,Antofagasta,Antofagasta,Mejillones,-23.06024888,-70.36619705,Caldera de Fluido Térmico,Gas Natural,Dióxido de azufre (SO2),"0,029691991"
2020.0,EMPRESA NACIONAL DEL PETROLEO,SOMBRERO,Minería,Magallanes y de la Antártica Chilena,Tierra del Fuego,Primavera,-52.77351054,-69.28871516,Caldera Industrial (Generadora de Vapor o Agua Caliente),Gas Natural,MP10,"0,029814081"
2020.0,PAN CORDILLERA LIMITADA,PAN CORDILLERA LIMITADA,Otras industrias manufactureras,Metropolitana,Santiago,Las Condes,-33.40496329,-70.55776946,Horno de Panadería,Gas Licuado de Petróleo,"MP2,5","0,029677564"
2020.0,EDMUNDO JOSE ACUNA,EDMUNDO JOSE ACUÑA FUENTES,Pesca y acuicultura,Los Lagos,Llanquihue,Puerto Montt,-41.49987295,-73.00625457,Caldera Industrial (Generadora de Vapor o Agua Caliente),Leña,Dióxido de azufre (SO2),"0,029669139"
2020.0,CONSTRUCTORA DE PAVIMENTOS ASFALTICOS BITUMIX S.A,Planta Iquique,Otras industrias manufactureras,Tarapacá,Iquique,Alto Hospicio,-20.29243958,-70.04146824,Horno Rotatorio,Petróleo N 2 (Diesel),MP10,"0,02981091"
2020.0,UNIVERSIDAD MAYOR,UNIVERSIDAD MAYOR,Otras actividades,Metropolitana,Santiago,Huechuraba,-33.37736071,-70.61676302,Caldera Agua Caliente,Gas Licuado de Petróleo,"MP2,5","0,029659438"
2020.0,SALAZAR Y CIA LTDA,SALAZAR Y COMPAÑIA LTDA,Otras industrias manufactureras,Metropolitana,Santiago,Cerrillos,-33.50005989,-70.71952437,Horno de Panadería,Petróleo N 2 (Diesel),MP10,"0,02974092"
2020.0,UNIVERSIDAD MAYOR,UNIVERSIDAD MAYOR,Otras actividades,Metropolitana,Santiago,Huechuraba,-33.37736071,-70.61676302,Caldera Agua Caliente,Gas Licuado de Petróleo,"MP2,5","0,029659438"
2020.0,SOCIEDAD PESQUERA LANDES SOCIEDAD ANONIMA,PESQUERA LANDES ISLA ROCUANT,Otras industrias manufactureras,Biobío,Concepción,Talcahuano,-36.72855431,-73.10360011,Caldera Industrial (Generadora de Vapor o Agua Caliente),Petróleo N 6,"MP2,5","0,029536482"
2020.0,COMUNIDAD EDIFICIO ALGECIRAS,COMUNIDAD EDIFICIO ALGECIRAS,Otras actividades,Los Lagos,Osorno,Osorno,-40.57663149,-73.13293287,Caldera Agua Caliente,Leña,Dióxido de azufre (SO2),"0,0295249"
2020.0,ORAFTI CHILE S A,ORAFTI CHILE S A,Otras industrias manufactureras,Ñuble,Diguillín,Pemuco,-36.91337606,-72.34325999,Caldera Industrial (Generadora de Vapor o Agua Caliente),Gas Natural,MP10,"0,029726352"
2020.0,COMUNIDAD EDIFICIO PLAZA JACARANDA,COMUNIDAD EDIFICIO PLAZA JACARANDA,Otras actividades,Metropolitana,Santiago,Providencia,-33.43033173,-70.5995999,Caldera Agua Caliente,Gas Natural,"MP2,5","0,029501576"
2020.0,PAN CORDILLERA LIMITADA,PAN CORDILLERA LIMITADA,Otras industrias manufactureras,Metropolitana,Santiago,Las Condes,-33.40496329,-70.55776946,Horno de Panadería,Gas Licuado de Petróleo,MP10,"0,029677564"
2020.0,COMUNIDAD EDIFICIO PLAZA JACARANDA,COMUNIDAD EDIFICIO PLAZA JACARANDA,Otras actividades,Metropolitana,Santiago,Providencia,-33.43033173,-70.5995999,Caldera Agua Caliente,Gas Natural,"MP2,5","0,029501576"
2020.0,UNIVERSIDAD MAYOR,UNIVERSIDAD MAYOR,Otras actividades,Metropolitana,Santiago,Huechuraba,-33.37736071,-70.61676302,Caldera Agua Caliente,Gas Licuado de Petróleo,MP10,"0,029659438"
2020.0,EDIFICIO NUEVA ESPANA NORTE,EDIFICIO NUEVA ESPAÑA NORTE,Otras actividades,Metropolitana,Santiago,Las Condes,-33.41000442,-70.57776372,Caldera Agua Caliente,Gas Natural,"MP2,5","0,029501576"
2020.0,UNIVERSIDAD MAYOR,UNIVERSIDAD MAYOR,Otras actividades,Metropolitana,Santiago,Huechuraba,-33.37736071,-70.61676302,Caldera Agua Caliente,Gas Licuado de Petróleo,MP10,"0,029659438"
2020.0,EDIFICIO NUEVA ESPANA NORTE,EDIFICIO NUEVA ESPAÑA NORTE,Otras actividades,Metropolitana,Santiago,Las Condes,-33.41000442,-70.57776372,Caldera Agua Caliente,Gas Natural,"MP2,5","0,029501576"
2020.0,COMUNIDAD EDIFICIO PLAZA JACARANDA,COMUNIDAD EDIFICIO PLAZA JACARANDA,Otras actividades,Metropolitana,Santiago,Providencia,-33.43033173,-70.5995999,Caldera Agua Caliente,Gas Natural,MP10,"0,029501576"
2020.0,EDIFICIO MALAGA SETENTA Y NUEVE,COMUNIDAD EDIFICIO MALAGA,Otras actividades,Metropolitana,Santiago,Las Condes,-33.41561919,-70.58724268,Caldera Agua Caliente,Gas Natural,"MP2,5","0,029501576"
2020.0,COMUNIDAD EDIFICIO PLAZA JACARANDA,COMUNIDAD EDIFICIO PLAZA JACARANDA,Otras actividades,Metropolitana,Santiago,Providencia,-33.43033173,-70.5995999,Caldera Agua Caliente,Gas Natural,MP10,"0,029501576"
2020.0,EDIFICIO MALAGA SETENTA Y NUEVE,COMUNIDAD EDIFICIO MALAGA,Otras actividades,Metropolitana,Santiago,Las Condes,-33.41561919,-70.58724268,Caldera Agua Caliente,Gas Natural,"MP2,5","0,029501576"
